"id","estado","cidade","cep"
"727","CE","Martinópole","62450-000"
"728","CE","Massapê","62140-000"
"729","CE","Mauriti","63210-000"
"730","CE","Meruoca","62130-000"
"731","CE","Milagres","63250-000"
"732","CE","Milhã","63635-000"
"733","CE","Miraíma","62530-000"
"734","CE","Missão Velha","63200-000"
"735","CE","Mombaça","63610-000"
"736","CE","Monsenhor Tabosa","63780-000"
"737","CE","Morada Nova","62940-000"
"738","CE","Moraújo","62480-000"
"739","CE","Morrinhos","62550-000"
"740","CE","Mucambo","62170-000"
"741","CE","Mulungu","62764-000"
"742","CE","Nova Olinda","63165-000"
"743","CE","Nova Russas","62200-000"
"744","CE","Novo Oriente","63740-000"
"745","CE","Ocara","62755-000"
"746","CE","Orós","63520-000"
"747","CE","Pacajus","62870-000"
"748","CE","Pacatuba","61800-001"
"749","CE","Pacoti","62770-000"
"750","CE","Pacujá","62180-000"
"751","CE","Palhano","62910-000"
"752","CE","Palmácia","62780-000"
"753","CE","Paracuru","62680-000"
"754","CE","Paraipaba","62685-000"
"755","CE","Parambu","63680-000"
"756","CE","Paramoti","62736-000"
"757","CE","Pedra Branca","63630-000"
"758","CE","Penaforte","63280-000"
"759","CE","Pentecoste","62640-000"
"760","CE","Pereiro","63460-000"
"761","CE","Pindoretama","62860-000"
"762","CE","Piquet Carneiro","63605-000"
"763","CE","Pires Ferreira","62255-000"
"764","CE","Poranga","62220-000"
"765","CE","Porteiras","63270-000"
"766","CE","Potengi","63160-000"
"767","CE","Potiretama","62990-000"
"768","CE","Quiterianópolis","63650-000"
"769","CE","Quixadá","63900-001"
"770","CE","Quixelô","63515-000"
"771","CE","Quixeramobim","63800-000"
"772","CE","Quixeré","62920-000"
"773","CE","Redenção","62790-000"
"774","CE","Reriutaba","62260-000"
"775","CE","Russas","62900-000"
"776","CE","Saboeiro","63590-000"
"777","CE","Salitre","63155-000"
"778","CE","Santa Quitéria","62280-000"
"779","CE","Santana do Acaraú","62150-000"
"780","CE","Santana do Cariri","63190-000"
"781","CE","São Benedito","62370-000"
"782","CE","São Gonçalo do Amarante","62670-000"
"783","CE","São João do Jaguaribe","62965-000"
"784","CE","São Luís do Curu","62665-000"
"785","CE","Senador Pompeu","63600-000"
"786","CE","Senador Sá","62470-000"
"787","CE","Sobral","62000-001"
"788","CE","Solonópole","63620-000"
"789","CE","Tabuleiro do Norte","62960-000"
"790","CE","Tamboril","63750-000"
"791","CE","Tarrafas","63145-000"
"792","CE","Tauá","63660-000"
"793","CE","Tejuçuoca","62610-000"
"794","CE","Tianguá","62320-000"
"795","CE","Trairi","62690-000"
"796","CE","Tururu","62655-000"
"797","CE","Ubajara","62350-000"
"798","CE","Umari","63310-000"
"799","CE","Umirim","62660-000"
"800","CE","Uruburetama","62650-000"
"801","CE","Uruoca","62460-000"
"802","CE","Varjota","62265-000"
"803","CE","Várzea Alegre","63540-000"
"804","CE","Viçosa do Ceará","62300-000"
"805","DF","Brasília","70000-001"
"806","DF","Brasília","73000-001"
"807","ES","Afonso Cláudio","29600-000"
"808","ES","Água Doce do Norte","29820-000"
"809","ES","Águia Branca","29795-000"
"810","ES","Alegre","29500-000"
"811","ES","Alfredo Chaves","29240-000"
"812","ES","Alto Rio Novo","29760-000"
"813","ES","Anchieta","29230-000"
"814","ES","Apiacá","29450-000"
"815","ES","Aracruz","29190-001"
"816","ES","Atílio Vivácqua","29490-000"
"817","ES","Baixo Guandu","29730-000"
"818","ES","Barra de São Francisco","29800-000"
"819","ES","Boa Esperança","29845-000"
"820","ES","Bom Jesus do Norte","29460-000"
"821","ES","Brejetuba","29630-000"
"822","ES","Cachoeiro de Itapemirim","29300-001"
"823","ES","Cariacica","29140-001"
"824","ES","Castelo","29360-000"
"825","ES","Colatina","29700-001"
"826","ES","Conceição da Barra","29960-000"
"827","ES","Conceição do Castelo","29370-000"
"828","ES","Divino de São Lourenço","29590-000"
"829","ES","Domingos Martins","29260-000"
"830","ES","Dores do Rio Preto","29580-000"
"831","ES","Ecoporanga","29850-000"
"832","ES","Fundão","29185-000"
"833","ES","Governador Lindenberg","29720-000"
"834","ES","Guaçuí","29560-000"
"835","ES","Guarapari","29200-001"
"836","ES","Ibatiba","29395-000"
"837","ES","Ibiraçu","29670-000"
"838","ES","Ibitirama","29540-000"
"839","ES","Iconha","29280-000"
"840","ES","Irupi","29398-000"
"841","ES","Itaguaçu","29690-000"
"842","ES","Itapemirim","29330-000"
"843","ES","Itarana","29620-000"
"844","ES","Iúna","29390-000"
"845","ES","Jaguaré","29950-000"
"846","ES","Jerônimo Monteiro","29550-000"
"847","ES","João Neiva","29680-000"
"848","ES","Laranja da Terra","29615-000"
"849","ES","Linhares","29900-001"
"850","ES","Mantenópolis","29770-000"
"851","ES","Marataízes","29345-000"
"852","ES","Marechal Floriano","29255-000"
"853","ES","Marilândia","29725-000"
"854","ES","Mimoso do Sul","29400-000"
"855","ES","Montanha","29890-000"
"856","ES","Mucurici","29880-000"
"857","ES","Muniz Freire","29380-000"
"858","ES","Muqui","29480-000"
"859","ES","Nova Venécia","29830-000"
"860","ES","Pancas","29750-000"
"861","ES","Pedro Canário","29970-000"
"862","ES","Pinheiros","29980-000"
"863","ES","Piúma","29285-000"
"864","ES","Ponto Belo","29885-000"
"865","ES","Presidente Kennedy","29350-000"
"866","ES","Rio Bananal","29920-000"
"867","ES","Rio Novo do Sul","29290-000"
"868","ES","Santa Leopoldina","29640-000"
"869","ES","Santa Maria de Jetibá","29645-000"
"870","ES","Santa Teresa","29650-000"
"871","ES","São Domingos do Norte","29745-000"
"872","ES","São Gabriel da Palha","29780-000"
"873","ES","São José do Calçado","29470-000"
"874","ES","São Mateus","29930-001"
"875","ES","São Roque do Canaã","29665-000"
"876","ES","Serra","29160-001"
"877","ES","Sooretama","29927-000"
"878","ES","Vargem Alta","29295-000"
"879","ES","Venda Nova do Imigrante","29375-000"
"880","ES","Viana","29130-001"
"881","ES","Vila Pavão","29843-000"
"882","ES","Vila Valério","29785-000"
"883","ES","Vila Velha","29100-001"
"884","ES","Vitória","29000-001"
"885","GO","Abadia de Goiás","75345-000"
"886","GO","Abadiânia","72940-000"
"887","GO","Acreúna","75960-000"
"888","GO","Adelândia","76155-000"
"889","GO","Água Fria de Goiás","73780-000"
"890","GO","Água Limpa","75665-000"
"891","GO","Águas Lindas de Goiás","72910-001"
"892","GO","Alexânia","72930-000"
"893","GO","Aloândia","75615-000"
"894","GO","Alto Horizonte","76560-000"
"895","GO","Alto Paraíso de Goiás","73770-000"
"896","GO","Alvorada do Norte","73950-000"
"897","GO","Amaralina","76493-000"
"898","GO","Americano do Brasil","76165-000"
"899","GO","Amorinópolis","76140-000"
"900","GO","Anápolis","75000-001"
"901","GO","Anhangüera","75770-000"
"902","GO","Anicuns","76170-000"
"903","GO","Aparecida de Goiânia","74900-001"
"904","GO","Aparecida do Rio Doce","75827-000"
"905","GO","Aporé","75825-000"
"906","GO","Araçu","75410-000"
"907","GO","Aragarças","76240-000"
"908","GO","Aragoiânia","75360-000"
"909","GO","Araguapaz","76720-000"
"910","GO","Arenópolis","76235-000"
"911","GO","Aruanã","76710-000"
"912","GO","Aurilândia","76120-000"
"913","GO","Avelinópolis","75395-000"
"914","GO","Baliza","76250-000"
"915","GO","Barro Alto","76390-000"
"916","GO","Bela Vista de Goiás","75240-000"
"917","GO","Bom Jardim de Goiás","76245-000"
"918","GO","Bom Jesus","75570-000"
"919","GO","Bonfinópolis","75195-000"
"920","GO","Bonópolis","76555-000"
"921","GO","Brazabrantes","75440-000"
"922","GO","Britânia","76280-000"
"923","GO","Buriti Alegre","75660-000"
"924","GO","Buriti de Goiás","76152-000"
"925","GO","Buritinópolis","73975-000"
"926","GO","Cabeceiras","73870-000"
"927","GO","Cachoeira Alta","75870-000"
"928","GO","Cachoeira de Goiás","76125-000"
"929","GO","Cachoeira Dourada","75560-000"
"930","GO","Caçu","75813-000"
"931","GO","Caiapônia","75850-000"
"932","GO","Caldas Novas","75680-001"
"933","GO","Caldazinha","75245-000"
"934","GO","Campestre de Goiás","75396-000"
"935","GO","Campinaçu","76440-000"
"936","GO","Campinorte","76410-000"
"937","GO","Campo Alegre de Goiás","75795-000"
"938","GO","Campo Limpo de Goiás","75160-000"
"939","GO","Campos Belos","73840-000"
"940","GO","Campos Verdes","76515-000"
"941","GO","Carmo do Rio Verde","76340-000"
"942","GO","Castelândia","75925-000"
"943","GO","Catalão","75700-001"
"944","GO","Caturaí","75430-000"
"945","GO","Cavalcante","73790-000"
"946","GO","Ceres","76300-000"
"947","GO","Cezarina","76195-000"
"948","GO","Chapadão do Céu","75828-000"
"949","GO","Cidade Ocidental","72880-001"
"950","GO","Cocalzinho de Goiás","72975-000"
"951","GO","Colinas do Sul","73740-000"
"952","GO","Córrego do Ouro","76145-000"
"953","GO","Corumbá de Goiás","72960-000"
"954","GO","Corumbaíba","75675-000"
"955","GO","Cristalina","73850-000"
"956","GO","Cristianópolis","75230-000"
"957","GO","Crixás","76510-000"
"958","GO","Cromínia","75635-000"
"959","GO","Cumari","75760-000"
"960","GO","Damianópolis","73980-000"
"961","GO","Damolândia","75420-000"
"962","GO","Davinópolis","75730-000"
"963","GO","Diorama","76260-000"
"964","GO","Divinópolis de Goiás","73865-000"
"965","GO","Doverlândia","75855-000"
"966","GO","Edealina","75945-000"
"967","GO","Edéia","75940-000"
"968","GO","Estrela do Norte","76485-000"
"969","GO","Faina","76740-000"
"970","GO","Fazenda Nova","76220-000"
"971","GO","Firminópolis","76105-000"
"972","GO","Flores de Goiás","73890-000"
"973","GO","Formosa","73800-001"
"974","GO","Formoso","76470-000"
"975","GO","Gameleira de Goiás","75184-000"
"976","GO","Goianápolis","75170-000"
"977","GO","Goiandira","75740-000"
"978","GO","Goianésia","76380-001"
"979","GO","Goiânia","74000-001"
"980","GO","Goianira","75370-000"
"981","GO","Goiás","76600-000"
"982","GO","Goiatuba","75600-000"
"983","GO","Gouvelândia","75865-000"
"984","GO","Guapó","75350-000"
"985","GO","Guaraíta","76690-000"
"986","GO","Guarani de Goiás","73910-000"
"987","GO","Guarinos","76374-000"
"988","GO","Heitoraí","76670-000"
"989","GO","Hidrolândia","75340-000"
"990","GO","Hidrolina","76375-000"
"991","GO","Iaciara","73920-000"
"992","GO","Inaciolândia","75550-000"
"993","GO","Indiara","75955-000"
"994","GO","Inhumas","75400-000"
"995","GO","Ipameri","75780-000"
"996","GO","Ipiranga de Goiás","76304-000"
"997","GO","Iporá","76200-000"
"998","GO","Israelândia","76205-000"
"999","GO","Itaberaí","76630-000"
"1000","GO","Itaguari","76650-000"
"1001","GO","Itaguaru","76660-000"
"1002","GO","Itajá","75815-000"
"1003","GO","Itapaci","76360-000"
"1004","GO","Itapirapuã","76290-000"
"1005","GO","Itapuranga","76680-000"
"1006","GO","Itarumã","75810-000"
"1007","GO","Itauçu","75450-000"
"1008","GO","Itumbiara","75500-001"
"1009","GO","Ivolândia","76130-000"
"1010","GO","Jandaia","75950-000"
"1011","GO","Jaraguá","76330-000"
"1012","GO","Jataí","75800-001"
"1013","GO","Jaupaci","76210-000"
"1014","GO","Jesúpolis","75495-000"
"1015","GO","Joviânia","75610-000"
"1016","GO","Jussara","76270-000"
"1017","GO","Lagoa Santa","75819-000"
"1018","GO","Leopoldo de Bulhões","75190-000"
"1019","GO","Luziânia","72800-001"
"1020","GO","Mairipotaba","75630-000"
"1021","GO","Mambaí","73970-000"
"1022","GO","Mara Rosa","76490-000"
"1023","GO","Marzagão","75670-000"
"1024","GO","Matrinchã","76730-000"
"1025","GO","Maurilândia","75930-000"
"1026","GO","Mimoso de Goiás","73730-000"
"1027","GO","Minaçu","76450-000"
"1028","GO","Mineiros","75830-001"
"1029","GO","Moiporá","76135-000"
"1030","GO","Monte Alegre de Goiás","73830-000"
"1031","GO","Montes Claros de Goiás","76255-000"
"1032","GO","Montividiu","75915-000"
"1033","GO","Montividiu do Norte","76465-000"
"1034","GO","Morrinhos","75650-000"
"1035","GO","Morro Agudo de Goiás","76355-000"
"1036","GO","Mossâmedes","76150-000"
"1037","GO","Mozarlândia","76700-000"
"1038","GO","Mundo Novo","76530-000"
"1039","GO","Mutunópolis","76540-000"
"1040","GO","Nazário","76180-000"
"1041","GO","Nerópolis","75460-000"
"1042","GO","Niquelândia","76420-000"
"1043","GO","Nova América","76345-000"
"1044","GO","Nova Aurora","75750-000"
"1045","GO","Nova Crixás","76520-000"
"1046","GO","Nova Glória","76305-000"
"1047","GO","Nova Iguaçu de Goiás","76495-000"
"1048","GO","Nova Roma","73820-000"
"1049","GO","Nova Veneza","75470-000"
"1050","GO","Novo Brasil","76285-000"
"1051","GO","Novo Gama","72860-001"
"1052","GO","Novo Planalto","76580-000"
"1053","GO","Orizona","75280-000"
"1054","GO","Ouro Verde de Goiás","75165-000"
"1055","GO","Ouvidor","75715-000"
"1056","GO","Padre Bernardo","73700-000"
"1057","GO","Palestina de Goiás","75845-000"
"1058","GO","Palmeiras de Goiás","76190-000"
"1059","GO","Palmelo","75210-000"
"1060","GO","Palminópolis","75990-000"
"1061","GO","Panamá","75580-000"
"1062","GO","Paranaiguara","75880-000"
"1063","GO","Paraúna","75980-000"
"1064","GO","Perolândia","75823-000"
"1065","GO","Petrolina de Goiás","75480-000"
"1066","GO","Pilar de Goiás","76372-000"
"1067","GO","Piracanjuba","75640-000"
"1068","GO","Piranhas","76230-000"
"1069","GO","Pirenópolis","72980-000"
"1070","GO","Pires do Rio","75200-000"
"1071","GO","Planaltina","73750-001"
"1072","GO","Pontalina","75620-000"
"1073","GO","Porangatu","76550-000"
"1074","GO","Porteirão","75603-000"
"1075","GO","Portelândia","75843-000"
"1076","GO","Posse","73900-000"
"1077","GO","Professor Jamil","75645-000"
"1078","GO","Quirinópolis","75860-000"
"1079","GO","Rialma","76310-000"
"1080","GO","Rianápolis","76315-000"
"1081","GO","Rio Quente","75667-000"
"1082","GO","Rio Verde","75900-001"
"1083","GO","Rubiataba","76350-000"
"1084","GO","Sanclerlândia","76160-000"
"1085","GO","Santa Bárbara de Goiás","75398-000"
"1086","GO","Santa Cruz de Goiás","75220-000"
"1087","GO","Santa Fé de Goiás","76265-000"
"1088","GO","Santa Helena de Goiás","75920-000"
"1089","GO","Santa Isabel","76320-000"
"1090","GO","Santa Rita do Araguaia","75840-000"
"1091","GO","Santa Rita do Novo Destino","76395-000"
"1092","GO","Santa Rosa de Goiás","75455-000"
"1093","GO","Santa Tereza de Goiás","76480-000"
"1094","GO","Santa Terezinha de Goiás","76500-000"
"1095","GO","Santo Antônio da Barra","75935-000"
"1096","GO","Santo Antônio de Goiás","75375-000"
"1097","GO","Santo Antônio do Descoberto","72900-001"
"1098","GO","São Domingos","73860-000"
"1099","GO","São Francisco de Goiás","75490-000"
"1100","GO","São João da Paraúna","75985-000"
"1101","GO","São João D'Aliança","73760-000"
"1102","GO","São Luís de Montes Belos","76100-000"
"1103","GO","São Luiz do Norte","76365-000"
"1104","GO","São Miguel do Araguaia","76590-000"
"1105","GO","São Miguel do Passa Quatro","75185-000"
"1106","GO","São Patrício","76343-000"
"1107","GO","São Simão","75890-000"
"1108","GO","Senador Canedo","75250-001"
"1109","GO","Serranópolis","75820-000"
"1110","GO","Silvânia","75180-000"
"1111","GO","Simolândia","73930-000"
"1112","GO","Sítio D'Abadia","73990-000"
"1113","GO","Taquaral de Goiás","76640-000"
"1114","GO","Teresina de Goiás","73795-000"
"1115","GO","Terezópolis de Goiás","75175-000"
"1116","GO","Três Ranchos","75720-000"
"1117","GO","Trindade","75380-001"
"1118","GO","Trombas","76460-000"
"1119","GO","Turvânia","76110-000"
"1120","GO","Turvelândia","75970-000"
"1121","GO","Uirapuru","76525-000"
"1122","GO","Uruaçu","76400-000"
"1123","GO","Uruana","76335-000"
"1124","GO","Urutaí","75790-000"
"1125","GO","Valparaíso de Goiás","72870-001"
"1126","GO","Varjão","75355-000"
"1127","GO","Vianópolis","75265-000"
"1128","GO","Vicentinópolis","75555-000"
"1129","GO","Vila Boa","73825-000"
"1130","GO","Vila Propício","76393-000"
"1131","MA","Açailândia","65930-000"
"1132","MA","Afonso Cunha","65505-000"
"1133","MA","Água Doce do Maranhão","65578-000"
"1134","MA","Alcântara","65250-000"
"1135","MA","Aldeias Altas","65610-000"
"1136","MA","Altamira do Maranhão","65310-000"
"1137","MA","Alto Alegre do Maranhão","65413-000"
"1138","MA","Alto Alegre do Pindaré","65398-000"
"1139","MA","Alto Parnaíba","65810-000"
"1140","MA","Amapá do Maranhão","65293-000"
"1141","MA","Amarante do Maranhão","65923-000"
"1142","MA","Anajatuba","65490-000"
"1143","MA","Anapurus","65525-000"
"1144","MA","Apicum-Açu","65275-000"
"1145","MA","Araguanã","65368-000"
"1146","MA","Araioses","65570-000"
"1147","MA","Arame","65945-000"
"1148","MA","Arari","65480-000"
"1149","MA","Axixá","65148-000"
"1150","MA","Bacabal","65700-000"
"1151","MA","Bacabeira","65143-000"
"1152","MA","Bacuri","65270-000"
"1153","MA","Bacurituba","65233-000"
"1154","MA","Balsas","65800-000"
"1155","MA","Barão de Grajaú","65660-000"
"1156","MA","Barra do Corda","65950-000"
"1157","MA","Barreirinhas","65590-000"
"1158","MA","Bela Vista do Maranhão","65335-000"
"1159","MA","Belágua","65535-000"
"1160","MA","Benedito Leite","65885-000"
"1161","MA","Bequimão","65248-000"
"1162","MA","Bernardo do Mearim","65723-000"
"1163","MA","Boa Vista do Gurupi","65292-000"
"1164","MA","Bom Jardim","65380-000"
"1165","MA","Bom Jesus das Selvas","65395-000"
"1166","MA","Bom Lugar","65704-000"
"1167","MA","Brejo","65520-000"
"1168","MA","Brejo de Areia","65315-000"
"1169","MA","Buriti","65515-000"
"1170","MA","Buriti Bravo","65685-000"
"1171","MA","Buriticupu","65393-000"
"1172","MA","Buritirana","65935-500"
"1173","MA","Cachoeira Grande","65165-000"
"1174","MA","Cajapió","65230-000"
"1175","MA","Cajari","65210-000"
"1176","MA","Campestre do Maranhão","65968-000"
"1177","MA","Cândido Mendes","65280-000"
"1178","MA","Cantanhede","65465-000"
"1179","MA","Capinzal do Norte","65735-000"
"1180","MA","Carolina","65980-000"
"1181","MA","Carutapera","65295-000"
"1182","MA","Caxias","65600-001"
"1183","MA","Cedral","65260-000"
"1184","MA","Central do Maranhão","65267-000"
"1185","MA","Centro do Guilherme","65288-000"
"1186","MA","Centro Novo do Maranhão","65299-000"
"1187","MA","Chapadinha","65500-000"
"1188","MA","Cidelândia","65921-000"
"1189","MA","Codó","65400-000"
"1190","MA","Coelho Neto","65620-000"
"1191","MA","Colinas","65690-000"
"1192","MA","Conceição do Lago-Açu","65340-000"
"1193","MA","Coroatá","65415-000"
"1194","MA","Cururupu","65268-000"
"1195","MA","Davinópolis","65927-000"
"1196","MA","Dom Pedro","65765-000"
"1197","MA","Duque Bacelar","65625-000"
"1198","MA","Esperantinópolis","65750-000"
"1199","MA","Estreito","65975-000"
"1200","MA","Feira Nova do Maranhão","65995-000"
"1201","MA","Fernando Falcão","65964-000"
"1202","MA","Formosa da Serra Negra","65943-000"
"1203","MA","Fortaleza dos Nogueiras","65805-000"
